path,extension,logical_type,size_bytes,size_human
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0141_부품소재분야 기술개발공동체 형성전략에 관한 연구(김갑수)/부품소재분야 기술개발공동체 형성전략에 관한 연구_김갑수(최종보고서).zip__extracted/??ǰ?????о? ???????߰???ü ?????????? ???? ????_?谩??(??????????).hwp,hwp,HWP/HWPX,3252224,3.1MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0141_부품소재분야 기술개발공동체 형성전략에 관한 연구(김갑수)/부품소재분야 기술개발공동체 형성전략에 관한 연구_김갑수(최종보고서).zip__extracted/??ǰ?????о? ???????߰???ü ?????????? ???? ????_?谩??(??????????-?η?B).hwp,hwp,HWP/HWPX,1161728,1.1MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0141_부품소재분야 기술개발공동체 형성전략에 관한 연구(김갑수)/부품소재분야 기술개발공동체 형성전략에 관한 연구_김갑수(최종보고서).zip__extracted/??ǰ?????о? ???????߰???ü ?????????? ???? ????_?谩??(??????????-?η?A-????ǥ).pdf,pdf,PDF,445434,435.0KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0141_부품소재분야 기술개발공동체 형성전략에 관한 연구(김갑수)/부품소재분야 기술개발공동체 형성전략에 관한 연구_김갑수(최종보고서).zip__extracted/??ǰ?????о? ???????߰???ü ?????????? ???? ????_?谩??(??????????-?η?B).pdf,pdf,PDF,581098,567.5KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0141_부품소재분야 기술개발공동체 형성전략에 관한 연구(김갑수)/부품소재분야 기술개발공동체 형성전략에 관한 연구_김갑수(최종보고서).zip__extracted/??ǰ?????о? ???????߰???ü ?????????? ???? ????_?谩??(??????????-?η?A).xls,xls,Excel/CSV,1048064,1023.5KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0141_부품소재분야 기술개발공동체 형성전략에 관한 연구(김갑수)/부록.alz__extracted/부록A-가로표.pdf,pdf,PDF,445434,435.0KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0141_부품소재분야 기술개발공동체 형성전략에 관한 연구(김갑수)/부록.alz__extracted/부록B.pdf,pdf,PDF,581098,567.5KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0141_부품소재분야 기술개발공동체 형성전략에 관한 연구(김갑수)/부록.alz__extracted/부록A-세로표.pdf,pdf,PDF,225892,220.6KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0139_2001년도 지방과학기술연감 발간(송종국)/I01-39.zip__extracted/I01-39.pdf,pdf,PDF,49880494,47.6MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0139_2001년도 지방과학기술연감 발간(송종국)/2001년도 지방과학기술연감 발간_송종국(최종보고서).zip__extracted/2001?⵵ ???????б??????? ?߰?_??????(??????????).hwp,hwp,HWP/HWPX,4333380,4.1MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0139_2001년도 지방과학기술연감 발간(송종국)/2001년도 지방과학기술연감 발간_송종국(최종보고서).zip__extracted/2001?⵵ ???????б??????? ?߰?_??????(??????????).pdf,pdf,PDF,49880494,47.6MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0127_정보화 촉진기금 융자사업 성과분석(장진규)/정보화촉진기금 융자사업 2000년도 성과분석 용역_장진규(최종보고서).zip__extracted/????ȭ???????? ???ڻ??? 2000?⵵ ?????м? ?뿪_??????(??????????-2).hwp,hwp,HWP/HWPX,2532410,2.4MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0127_정보화 촉진기금 융자사업 성과분석(장진규)/정보화촉진기금 융자사업 2000년도 성과분석 용역_장진규(최종보고서).zip__extracted/????ȭ???????? ???ڻ??? 2000?⵵ ?????м? ?뿪_??????(??????????-?η?).hwp,hwp,HWP/HWPX,2581231,2.5MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0127_정보화 촉진기금 융자사업 성과분석(장진규)/정보화촉진기금 융자사업 2000년도 성과분석 용역_장진규(최종보고서).zip__extracted/????ȭ???????? ???ڻ??? 2000?⵵ ?????м? ?뿪_??????(??????????-1).hwp,hwp,HWP/HWPX,802295,783.5KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0127_정보화 촉진기금 융자사업 성과분석(장진규)/정보화촉진기금 융자사업 2000년도 성과분석 용역_장진규(최종보고서).zip__extracted/????ȭ???????? ???ڻ??? 2000?⵵ ?????м? ?뿪_??????(??????????-3).hwp,hwp,HWP/HWPX,1468707,1.4MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0127_정보화 촉진기금 융자사업 성과분석(장진규)/정보화촉진기금 융자사업 2000년도 성과분석 용역_장진규(최종보고서).zip__extracted/????ȭ???????? ???ڻ??? 2000?⵵ ?????м? ?뿪_??????(??????????-ǥ??).hwp,hwp,HWP/HWPX,24056,23.5KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0116_국제 과학기술협력 기본계획 수립에 관한 연구(정성철)/국제 과학기술협력 기본계획 수립에 관한 연구_정성철(최종보고서).zip__extracted/???? ???б??????? ?⺻??ȹ ?????? ???? ????_????ö(??????????).pdf,pdf,PDF,729498,712.4KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0116_국제 과학기술협력 기본계획 수립에 관한 연구(정성철)/국제 과학기술협력 기본계획 수립에 관한 연구_정성철(최종보고서).zip__extracted/???? ???б??????? ?⺻??ȹ ?????? ???? ????_????ö(??????????).hwp,hwp,HWP/HWPX,220593,215.4KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/다자간 과학기술협력 증진 방안_이명진(최종보고서).zip__extracted/???ڰ? ???б??????? ???? ????_?̸???(??????????-?η?-1).doc,doc,Word/RTF,19456,19.0KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/다자간 과학기술협력 증진 방안_이명진(최종보고서).zip__extracted/matrix-Korea.xls,xls,Excel/CSV,35840,35.0KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/다자간 과학기술협력 증진 방안_이명진(최종보고서).zip__extracted/???ڰ? ???б??????? ???? ????_?̸???(??????????-ǥ??).hwp,hwp,HWP/HWPX,25395,24.8KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/다자간 과학기술협력 증진 방안_이명진(최종보고서).zip__extracted/???ڰ? ???б??????? ???? ????_?̸???(??????????-2).hwp,hwp,HWP/HWPX,773495,755.4KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/다자간 과학기술협력 증진 방안_이명진(최종보고서).zip__extracted/???ڰ? ???б??????? ???? ????_?̸???(??????????-1).hwp,hwp,HWP/HWPX,42156,41.2KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/다자간 과학기술협력 증진 방안_이명진(최종보고서).zip__extracted/???ڰ? ???б??????? ???? ????_?̸???(??????????-?η?-2).doc,doc,Word/RTF,635392,620.5KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/다자간 과학기술협력 증진 방안_이명진(최종보고서).zip__extracted/???ڰ? ???б??????? ???? ????_?̸???(??????????-????).hwp,hwp,HWP/HWPX,26603,26.0KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/이명진-I0111-다자간.zip__extracted/?η?(1212).doc,doc,Word/RTF,635392,620.5KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/이명진-I0111-다자간.zip__extracted/????(????).hwp,hwp,HWP/HWPX,42156,41.2KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/이명진-I0111-다자간.zip__extracted/matrix-Korea.xls,xls,Excel/CSV,35840,35.0KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/이명진-I0111-다자간.zip__extracted/ǥ??.hwp,hwp,HWP/HWPX,25395,24.8KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/이명진-I0111-다자간.zip__extracted/?η?(ǥ??).doc,doc,Word/RTF,19456,19.0KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/이명진-I0111-다자간.zip__extracted/????2.hwp,hwp,HWP/HWPX,26603,26.0KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0111_다자간 과학기술협력 진흥방안(이명진)/이명진-I0111-다자간.zip__extracted/????(0627).hwp,hwp,HWP/HWPX,773495,755.4KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0117_지방자치단체 과학기술자문관 협의회 운영결과 보고 (이공래)/지방자치단체 과학기술 자문관 협의회 운영_이공래(최종보고서).zip__extracted/??????ġ??ü ???б??? ?ڹ??? ????ȸ ?_?̰???(??????????-?η?3(?ڹ?????)).xls,xls,Excel/CSV,454144,443.5KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0117_지방자치단체 과학기술자문관 협의회 운영결과 보고 (이공래)/지방자치단체 과학기술 자문관 협의회 운영_이공래(최종보고서).zip__extracted/??????ġ??ü ???б??? ?ڹ??? ????ȸ ?_?̰???(??????????-?η?2(???)).xls,xls,Excel/CSV,272896,266.5KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0117_지방자치단체 과학기술자문관 협의회 운영결과 보고 (이공래)/지방자치단체 과학기술 자문관 협의회 운영_이공래(최종보고서).zip__extracted/??????ġ??ü ???б??? ?ڹ??? ????ȸ ?_?̰???(??????????-???⹮).hwp,hwp,HWP/HWPX,23599,23.0KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0117_지방자치단체 과학기술자문관 협의회 운영결과 보고 (이공래)/지방자치단체 과학기술 자문관 협의회 운영_이공래(최종보고서).zip__extracted/??????ġ??ü ???б??? ?ڹ??? ????ȸ ?_?̰???(??????????-?η?1).xls,xls,Excel/CSV,97280,95.0KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0117_지방자치단체 과학기술자문관 협의회 운영결과 보고 (이공래)/지방자치단체 과학기술 자문관 협의회 운영_이공래(최종보고서).zip__extracted/??????ġ??ü ???б??? ?ڹ??? ????ȸ ?_?̰???(??????????-????).hwp,hwp,HWP/HWPX,115475,112.8KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0117_지방자치단체 과학기술자문관 협의회 운영결과 보고 (이공래)/지방자치단체 과학기술 자문관 협의회 운영_이공래(최종보고서).zip__extracted/??????ġ??ü ???б??? ?ڹ??? ????ȸ ?_?̰???(??????????-ǥ??).hwp,hwp,HWP/HWPX,25855,25.2KB
"5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0132_북한의 첨단기술(IT,BT)개발동향 조사(이춘근)/북한의 첨단기술 개발동향 조사_이춘근(최종보고서).zip__extracted/?????? ÷?ܱ??? ???ߵ??? ????_??????(??????????).pdf",pdf,PDF,1052485,1.0MB
"5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0132_북한의 첨단기술(IT,BT)개발동향 조사(이춘근)/북한의 첨단기술 개발동향 조사_이춘근(최종보고서).zip__extracted/?????? ÷?ܱ??? ???ߵ??? ????_??????(??????????).hwp",hwp,HWP/HWPX,637170,622.2KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0102_전라남도 과학기술발전 중장기 비전수립에 관한 연구_신태영(최종보고서)/전라남도 과학기술발전 중장기 비젼 수립에 관한 연구_신태영(최종보고서).zip__extracted/???󳲵? ???б??????? ?????? ???? ?????? ???? ????_???¿?(??????????-????).hwp,hwp,HWP/HWPX,31795,31.0KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0102_전라남도 과학기술발전 중장기 비전수립에 관한 연구_신태영(최종보고서)/전라남도 과학기술발전 중장기 비젼 수립에 관한 연구_신태영(최종보고서).zip__extracted/???󳲵? ???б??????? ?????? ???? ?????? ???? ????_???¿?(??????????-ǥ??).hwp,hwp,HWP/HWPX,24057,23.5KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0102_전라남도 과학기술발전 중장기 비전수립에 관한 연구_신태영(최종보고서)/전라남도 과학기술발전 중장기 비젼 수립에 관한 연구_신태영(최종보고서).zip__extracted/???󳲵? ???б??????? ?????? ???? ?????? ???? ????_???¿?(??????????-????).hwp,hwp,HWP/HWPX,124556,121.6KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0102_전라남도 과학기술발전 중장기 비전수립에 관한 연구_신태영(최종보고서)/전라남도 과학기술발전 중장기 비젼 수립에 관한 연구_신태영(최종보고서).zip__extracted/???󳲵? ???б??????? ?????? ???? ?????? ???? ????_???¿?(??????????-????).hwp,hwp,HWP/HWPX,699911,683.5KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산광역시 지역특화 과학기술 기반구축에 관한 연구_고상원(최종보고서).zip__extracted/???걤???? ????Ưȭ ???б??? ???ݱ??࿡ ???? ????_??????(??????????).PDF,pdf,PDF,3300844,3.1MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0114_울산광역시 지역특화 과학기술 기반구축에 관한 연구(고상원)/울산광역시 지역특화 과학기술 기반구축에 관한 연구_고상원(최종보고서).zip__extracted/???걤???? ????Ưȭ ???б??? ???ݱ??࿡ ???? ????_??????(??????????).hwp,hwp,HWP/HWPX,5036544,4.8MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0120_경기도 과학기술발전 5개년 계획(임기철)/경기도 과학기술발전 5개년 계획수립_임기철(최종보고서).zip__extracted/???⵵ ???б??????? 5???? ??ȹ????_?ӱ?ö(??????????-1).hwp,hwp,HWP/HWPX,4908520,4.7MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0120_경기도 과학기술발전 5개년 계획(임기철)/경기도 과학기술발전 5개년 계획수립_임기철(최종보고서).zip__extracted/???⵵ ???б??????? 5???? ??ȹ????_?ӱ?ö(??????????-2).hwp,hwp,HWP/HWPX,5684821,5.4MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0120_경기도 과학기술발전 5개년 계획(임기철)/경기도 과학기술발전 5개년 계획수립_임기철(최종보고서).zip__extracted/???⵵ ???б??????? 5???? ??ȹ????_?ӱ?ö(??????????-?η?).ppt,ppt,PowerPoint,3415552,3.3MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발 투자방향 설정연구_황용수(최종보고서).zip__extracted/???????????? ???ڹ??? ????????_Ȳ????(??????????-????).hwp,hwp,HWP/HWPX,5096960,4.9MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발 투자방향 설정연구_황용수(최종보고서).zip__extracted/???????????? ???ڹ??? ????????_Ȳ????(??????????-????).pdf,pdf,PDF,144388,141.0KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발 투자방향 설정연구_황용수(최종보고서).zip__extracted/???????????? ???ڹ??? ????????_Ȳ????(??????????-????).pdf,pdf,PDF,2472430,2.4MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발 투자방향 설정연구_황용수(최종보고서).zip__extracted/???????????? ???ڹ??? ????????_Ȳ????(??????????-????).hwp,hwp,HWP/HWPX,27648,27.0KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발.zip__extracted/????.hwp,hwp,HWP/HWPX,119817,117.0KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발.zip__extracted/?η?.hwp,hwp,HWP/HWPX,2460464,2.3MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발.zip__extracted/1??-2?? .hwp,hwp,HWP/HWPX,867226,846.9KB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발.zip__extracted/3??-????????.hwp,hwp,HWP/HWPX,16477246,15.7MB
5. 수탁연구/2001년 수탁과제 최종보고서(27건)/I-0130_국가연구개발 투자방향 설정연구(황용수)/국가연구개발.zip__extracted/2??-ǥ(Ⱦ).hwp,hwp,HWP/HWPX,27263,26.6KB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/I0242300_엄미정_과학기술인재 진로지원센터 운영.zip__extracted/2024과학기술인재진로지원센터 운영(신직업 및 진로지원) 최종보고서_20250131.pdf,pdf,PDF,1214253,1.2MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/I0242300_엄미정_과학기술인재 진로지원센터 운영.zip__extracted/[첨부자료]이공계진로가이드북_직업편_초안(250131).pdf,pdf,PDF,1372321,1.3MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/I0242300_엄미정_과학기술인재 진로지원센터 운영.zip__extracted/2024과학기술인재진로지원센터 운영(신직업 및 진로지원) 최종보고서_20250131.hwp,hwp,HWP/HWPX,2303488,2.2MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/I0242300_엄미정_과학기술인재 진로지원센터 운영.zip__extracted/[첨부자료]이공계진로가이드북_직업편_초안(250131).hwp,hwp,HWP/HWPX,1908224,1.8MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/G0240500_박찬수_국가 R&D 중장기 효과성 제고방안.zip__extracted/240708 중장기R&D효과성제고방안(STEPI)_최종_본보고서.hwp,hwp,HWP/HWPX,77864960,74.3MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/G0240500_박찬수_국가 R&D 중장기 효과성 제고방안.zip__extracted/240708 중장기R&D효과성제고방안(STEPI)_최종_본보고서.pdf,pdf,PDF,3793426,3.6MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/G0240500_박찬수_국가 R&D 중장기 효과성 제고방안.zip__extracted/240708 중장기R&D효과성제고방안(STEPI)_최종_부록.hwp,hwp,HWP/HWPX,12475904,11.9MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/G0240500_박찬수_국가 R&D 중장기 효과성 제고방안.zip__extracted/240708 중장기R&D효과성제고방안(STEPI)_최종_부록.pdf,pdf,PDF,1325344,1.3MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/I0240600_김선우_2024중소기업기술혁신정책연구.zip__extracted/[STEPI](인쇄본)2024중소기업기술혁신정책연구_(7권) 지역특화 프로젝트(레전드 50+)2.0정책연구.pdf,pdf,PDF,2518467,2.4MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/I0240600_김선우_2024중소기업기술혁신정책연구.zip__extracted/[STEPI](인쇄본)2024중소기업기술혁신정책연구_(8권) 협동연구.pdf,pdf,PDF,3390108,3.2MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/I0240600_김선우_2024중소기업기술혁신정책연구.zip__extracted/[STEPI](인쇄본)2024중소기업기술혁신정책연구_(5권)_중소기업글로벌R&D지원전략연구.pdf,pdf,PDF,12033600,11.5MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/I0240600_김선우_2024중소기업기술혁신정책연구.zip__extracted/[STEPI](인쇄본)2024중소기업기술혁신정책연구_(2권) 2024년 KOSBIR 현황 및 성과분석.pdf,pdf,PDF,3489949,3.3MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/I0240600_김선우_2024중소기업기술혁신정책연구.zip__extracted/[STEPI](인쇄본)2024중소기업기술혁신정책연구_(1권) 중소기업 R&D 전략성 강화(라운드테이블).pdf,pdf,PDF,4038341,3.9MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/I0240600_김선우_2024중소기업기술혁신정책연구.zip__extracted/[STEPI](인쇄본)2024중소기업기술혁신정책연구_(4권) 서비스 중소기업 디지털 전환(DX) 지원 방안 정책연구.pdf,pdf,PDF,2631050,2.5MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/I0240600_김선우_2024중소기업기술혁신정책연구.zip__extracted/[STEPI](인쇄본)2024중소기업기술혁신정책연구_(6권) 2024년 중소기업혁신조사분석-제조업 부문.pdf,pdf,PDF,13143963,12.5MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/I0240600_김선우_2024중소기업기술혁신정책연구.zip__extracted/[STEPI](인쇄본)2024중소기업기술혁신정책연구_(3권) 혁신형 중소기업 평가지표 개편 및 천억졸업기업 추적관리에 관한 연구.pdf,pdf,PDF,13946735,13.3MB
"5. 수탁연구/2024년 수탁과제 최종보고서(46건)/G0240800_임영훈_KOPIA, KoLFACI 추진사업 평가 및 신규사업 타당성 조사 연구 용역.zip__extracted/241106_제3권 (종합보고서) 농업과학기술 기반 K-ODA 발전방안.pdf",pdf,PDF,1933466,1.8MB
"5. 수탁연구/2024년 수탁과제 최종보고서(46건)/G0240800_임영훈_KOPIA, KoLFACI 추진사업 평가 및 신규사업 타당성 조사 연구 용역.zip__extracted/241106_제2권 (평가보고서) KoLFACI 평가.pdf",pdf,PDF,2248482,2.1MB
"5. 수탁연구/2024년 수탁과제 최종보고서(46건)/G0240800_임영훈_KOPIA, KoLFACI 추진사업 평가 및 신규사업 타당성 조사 연구 용역.zip__extracted/241106_제1권 (평가보고서) KOPIA 사업평가 및 사업타당성 평가.pdf",pdf,PDF,2782622,2.7MB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/H0240100_박동운_2024년 IPL Asia Policy Reports.zip__extracted/UNIDO-IPL Policy Report - Optimizing Digital Infrastructure Utilization in Indonesia.pdf,pdf,PDF,976431,953.5KB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/H0240100_박동운_2024년 IPL Asia Policy Reports.zip__extracted/UNIDO-IPL Policy Report - Industry-oriented R&D through public private partnerships Sri Lanka.pdf,pdf,PDF,1040397,1016.0KB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/H0240100_박동운_2024년 IPL Asia Policy Reports.zip__extracted/UNIDO-IPL Policy Report - Addressing Challenges in Kyrgystan's E-commerce sector_0.pdf,pdf,PDF,970549,947.8KB
5. 수탁연구/2024년 수탁과제 최종보고서(46건)/H0240100_박동운_2024년 IPL Asia Policy Reports.zip__extracted/UNIDO-IPL Policy Report - Strengthening the Sustainable Competitiveness of SMEs in Bangladesh.pdf,pdf,PDF,1193349,1.1MB
5. 수탁연구/2015년 수탁과제 최종보고서(24건)/G0150300_이주량_농진청_차세대바이오그린21사업.Zip__extracted/제2세부 성과물_20160121_ATIS.pdf,pdf,PDF,9011964,8.6MB
5. 수탁연구/2015년 수탁과제 최종보고서(24건)/G0150300_이주량_농진청_차세대바이오그린21사업.Zip__extracted/제1세부 성과물_20160121_ATIS.pdf,pdf,PDF,8709430,8.3MB
5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0325_전력산업분야 연구시험설비사업의 효율적 추진방안(장진규)/전력산업분야 연구시험설비사업의 효율적 추진방안_장진규(최종보고서).zip__extracted/???»????о? ???????輳???????? ȿ???? ????????_??????(??????????-????).hwp,hwp,HWP/HWPX,884224,863.5KB
5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0325_전력산업분야 연구시험설비사업의 효율적 추진방안(장진규)/전력산업분야 연구시험설비사업의 효율적 추진방안_장진규(최종보고서).zip__extracted/???»????о? ???????輳???????? ȿ???? ????????_??????(??????????-??????).hwp,hwp,HWP/HWPX,138752,135.5KB
5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0325_전력산업분야 연구시험설비사업의 효율적 추진방안(장진규)/전력산업분야 연구시험설비사업의 효율적 추진방안_장진규(최종보고서).zip__extracted/???»????о? ???????輳???????? ȿ???? ????????_??????(??????????-ǥ??????????).hwp,hwp,HWP/HWPX,119296,116.5KB
5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0325_전력산업분야 연구시험설비사업의 효율적 추진방안(장진규)/전력산업분야 연구시험설비사업의 효율적 추진방안_장진규(최종보고서).zip__extracted/???»????о? ???????輳???????? ȿ???? ????????_??????(??????????-?η?).hwp,hwp,HWP/HWPX,178688,174.5KB
5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0336_전략기술 수출통제 동향분석 및 대응 전략(III)-바세나르체제 동향분석 및 참여강화 방안 중심으로(권용수)/03WA-LIST.alz__extracted/WA-LIST (03) 1 SEC 002 - Acronyms and Abbreviations.doc,doc,Word/RTF,32768,32.0KB
5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0336_전략기술 수출통제 동향분석 및 대응 전략(III)-바세나르체제 동향분석 및 참여강화 방안 중심으로(권용수)/03WA-LIST.alz__extracted/WA-LIST (03) 1 CAT 7.doc,doc,Word/RTF,62464,61.0KB
5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0336_전략기술 수출통제 동향분석 및 대응 전략(III)-바세나르체제 동향분석 및 참여강화 방안 중심으로(권용수)/03WA-LIST.alz__extracted/WA-LIST (03) 1 SEC 003 - SOUs and Validity Notes incorporating Corr. n.1.doc,doc,Word/RTF,37376,36.5KB
5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0336_전략기술 수출통제 동향분석 및 대응 전략(III)-바세나르체제 동향분석 및 참여강화 방안 중심으로(권용수)/03WA-LIST.alz__extracted/WA-LIST (03) 1 CAT 9.doc,doc,Word/RTF,69632,68.0KB
5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0336_전략기술 수출통제 동향분석 및 대응 전략(III)-바세나르체제 동향분석 및 참여강화 방안 중심으로(권용수)/03WA-LIST.alz__extracted/WA-LIST (03) 1 CAT 5P2.doc,doc,Word/RTF,50176,49.0KB
5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0336_전략기술 수출통제 동향분석 및 대응 전략(III)-바세나르체제 동향분석 및 참여강화 방안 중심으로(권용수)/03WA-LIST.alz__extracted/WA-LIST (03) 1 CAT 5P1.doc,doc,Word/RTF,59904,58.5KB
5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0336_전략기술 수출통제 동향분석 및 대응 전략(III)-바세나르체제 동향분석 및 참여강화 방안 중심으로(권용수)/03WA-LIST.alz__extracted/WA-LIST (03) 1 SL.doc,doc,Word/RTF,73728,72.0KB
5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0336_전략기술 수출통제 동향분석 및 대응 전략(III)-바세나르체제 동향분석 및 참여강화 방안 중심으로(권용수)/03WA-LIST.alz__extracted/WA-LIST (03) 1 CAT 8.doc,doc,Word/RTF,65024,63.5KB
5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0336_전략기술 수출통제 동향분석 및 대응 전략(III)-바세나르체제 동향분석 및 참여강화 방안 중심으로(권용수)/03WA-LIST.alz__extracted/WA-LIST (03) 1 CAT 3.doc,doc,Word/RTF,97280,95.0KB
5. 수탁연구/2003년 수탁과제 최종보고서(40건)/I-0336_전략기술 수출통제 동향분석 및 대응 전략(III)-바세나르체제 동향분석 및 참여강화 방안 중심으로(권용수)/03WA-LIST.alz__extracted/WA-LIST (03) 1 CAT 2.doc,doc,Word/RTF,102400,100.0KB
