source,format,sizeBytes,version,sections,pageCount,paraCount,textCharCount,title,warnings,error,exitClass,textCountError
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-15_강릉과학산업진흥원_민철구/강릉과제_최종보고서_초안_111214_final.hwp,hwp5,5682688,5.0.2.4,5,195,2265,147083,정책연구-2011-001-R&D혁신사업단,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-15_강릉과학산업진흥원_민철구/강릉과학산업진흥원_민철구(최종보고서).hwp,hwp5,6188032,5.0.2.4,5,192,2192,148247,정책연구-2011-001-R&D혁신사업단,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-16_전지구기후서비스체제_서지영/전지구기후서비스체제_서지영(최종보고서).hwp,hwp5,1376256,5.0.2.4,6,106,1760,91330,RACS 2011-5007,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-18_중점협력국가별_이우성/중점협력국가별_이우성(최종보고서).hwp,hwp5,4640256,5.0.2.4,10,257,2817,154426,중점협력국가별,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-19_공생발전_서지영/공생발전_서지영(최종보고서).hwp,hwp5,923648,5.0.2.4,1,53,328,58429,주제별 목차,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-22_국내외 정부장학금을_엄미정/국내외 정부장학금을_엄미정(최종보고서).hwp,hwp5,8226816,5.0.2.4,1,183,1752,158896,2011-09,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-24_OECD 라틴아메리카_장용석/OECD 라틴아메리카_장용석(최종보고서).hwp,hwp5,9731072,5.0.2.4,1,180,2010,98469,최종보고서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-27_지방과학연구단지_이윤준/지방과학연구단지_이윤준(최종보고서).hwp,hwp5,17769472,5.0.3.3,8,319,3361,279696,지방과학연구단지 활성화 방안 수립,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-31_고급과학기술인력양성을_엄미정/고급과학기술인력양성을_엄미정(최종보고서).hwp,hwp5,2159616,5.0.2.4,4,168,1956,156050,고급과학기술인력 양성을 위한,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-35_민군겸용기술사업의_이재억/민군겸용기술사업의_이재억(최종보고서).hwp,hwp5,2902528,5.0.2.4,1,124,1595,127070,민군겸용기술개발사업 경제효과분석 및,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-36_한-튀니지_송치웅/한-튀니지_송치웅(최종보고서).hwp,hwp5,5198336,5.0.3.3,2,95,1837,57336,과제번호: 2011-0030909,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-43_한-중-일의_홍성범/한-중-일의_홍성범(최종보고서).hwp,hwp5,132608,5.0.3.3,1,43,384,32285,(14) 한·중·일의 과학기술 육성전략 비교분석과,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-47_로봇비즈니스벨트_윤문섭/위탁과제_최종보고서/121128_로봇비즈니스벨트조성 위탁연구_최종보고서(The BNI).hwp,hwp5,16034304,5.0.2.4,1,143,1813,82363,로봇비즈니스벨트조성사업 위탁연구,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-49_경남연구개발특구_윤문섭/경남연구개발특구_윤문섭(초안).hwp,hwp5,94453760,5.0.2.4,7,434,3910,262849,경상남도연구개발특구,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-49_경남연구개발특구_윤문섭/위탁연구_최종보고서/최종보고서(서상혁).hwp,hwp5,13974016,5.0.3.3,5,183,1912,116535,경남연구개발특구,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-50_중국 기술별_홍성범/최종보고서평가전/초안-121228-최종보고3-홍성범.hwp,hwp5,13484032,5.0.3.3,1,299,4791,231868,중국 기술별·지역별 협력지도 작성을,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-50_중국 기술별_홍성범/평가결과소명/121231-소명서2-홍성범.hwp,hwp5,169472,5.0.2.4,1,2,40,1408,<첨부 1 >,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-50_중국 기술별_홍성범/평가결과소명/121231-수정보완_대비표-최종[1].hwp,hwp5,31744,5.0.2.4,1,2,10,2100,<첨부 2>,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-50_중국 기술별_홍성범/평가결과소명/중국 기술별_홍성범(최종보고서).hwp,hwp5,13480448,5.0.2.4,1,300,4793,232024,중국 기술별·지역별 협력지도 작성을,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-57_대학-연구기관_김선우/위탁연구과제_최종보고서/(최종보고서)_글로벌_청년창업_활성화_방안_연구.hwp,hwp5,4135936,5.0.3.0,2,92,1282,55052,글로벌 청년창업 활성화,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-60_남북한 교육 및_김종선/남북한 교육 및_김종선(최종보고서).hwp,hwp5,122982400,5.0.3.2,1,170,1527,63643,남북한 교육 및 과학기술 협력과제,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-62_여성과학기술인_조황희/여성과학기술인_조황희(초안).hwp,hwp5,2667520,5.0.2.4,3,132,2093,128235,여성과학기술인 지원 공간조성에 관한,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-70_국가 STI_이세준/20121205-국가_STI전략이슈_연구-최종보고서_초안.hwp,hwp5,55579648,5.0.2.4,1,207,1869,183399,국가 STI 전략이슈 연구,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-73_주도적 글로벌_송치웅/주도적 글로벌_송치웅(최종보고서).hwp,hwp5,1043456,5.0.3.3,1,72,1218,51415,'주도적 글로벌 협력 추진' 부문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-76_산학연 협력_손수정/산학연 협력_손수정(최종보고서).hwp,hwp5,13011968,5.0.3.3,6,210,2251,148958,산학연 협력 관련 정보망 효율화,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-77_사업화연계기술개발사업_손수정_김선우/기관연계형_손수정(최종보고서).hwp,hwp5,2086400,5.0.3.4,3,116,1894,108801,기관연계형 개선방안 수립,[],,,
40년 기관 생산 발간물/5. 수탁연구/2012년 수탁과제 최종보고서(38건)/I12-77_사업화연계기술개발사업_손수정_김선우/사업화연계기술개발사업_김선우(최종보고서).hwp,hwp5,3365888,5.0.2.4,3,176,1942,166458,KIAT 정책연구과제,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/김기국_G013060_연구시설장비ODA협력방안및추진체계연구.hwp,hwp5,10947584,5.0.4.0,3,190,2428,146360,정책연구,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/김석관_I0131200_R&D 사업 효율화를 위한 중개연구 지원 전략 기획연구.hwp,hwp5,17749504,5.0.2.5,2,329,5248,381310,Ⅱ. 요약서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/김왕동_I0133600_기관평가.hwp,hwp5,2260992,5.0.2.4,1,98,1241,65571,최종 보고,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/박기범_G0130700_과학기술특성화대학_활성화및육성방안(최종보고).hwp,hwp5,46023680,5.0.2.5,2,160,1849,147034,과학기술정책연구원(STEPI),[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/박동배_I0130300_수송기기_LED_융합산업_실증사업.hwp,hwp5,12910592,5.0.3.4,4,288,2521,207784,미래성장 LED 융합산업,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/박병원_I0132300_미래환경기술예측및환경기술수준분석_최종보고(안)_(20140723)편집.hwp,hwp5,49784832,5.0.2.5,7,445,3885,373161,미래 환경기술예측 및,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/박찬수_I0130500_과학기술_FTA_현황분석_및_전략_연구_(최종)_0926.hwp,hwp5,2713600,5.0.2.5,4,282,1757,338659,과학기술 FTA 현황분석 및 전략 연구,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/이광호_I0130800_RD-표준_연계_활성화_방안_연구-내지.hwp,hwp5,2442240,5.0.3.3,4,262,2588,200492,R&D-표준 연계 활성화 방안 연구,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/이광호_I0131600_융합산업_발굴_및_육성을_위한_혁신정책_방향_내지.hwp,hwp5,1030144,5.0.2.5,2,63,316,44292,백지,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/이광호_I0134100_창조경제_실현을_위한_과학기술_분야_규제개선_방안_연구[최종제출].hwp,hwp5,1091584,5.0.2.5,1,177,2861,134811,창조경제 실현을 위한,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/이우성_I0134300_2013년 발전경험 모듈화사업 최종결과물 제출.hwp,hwp5,65536,5.0.2.4,1,1,16,758,21세기 지식강국을 선도하는 세계속의,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/이주량_G0130100_지역_농산업_기획_연구.hwp,hwp5,2563584,5.0.2.5,8,88,822,64285,지역 농산업 경쟁력 강화를 위한,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/이주량_G0131200_2013년 5차추가과제 선정 목록.hwp,hwp5,27728896,5.0.2.5,8,379,4348,284382,"농업기초기반연구,",[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/장병열_I0131500_창조경제형_고부가가치_서비스_RnD_사업_발굴_지원을_위한_기획연구_최종보고_v2.2.hwp,hwp5,3775488,5.0.2.4,2,177,2111,112548,과제번호,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/조현대_I0133800_2014년도 연구회 소관연구기관 평가계획 수립에 관한 연구.hwp,hwp5,3784704,5.0.2.5,1,446,4515,302588,최종보고서(초안),[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/홍성민_I0132400_산업인력성과_인쇄본(1402).hwp,hwp5,3469824,5.0.2.5,4,197,2892,158817,2013년 산업통상자원부,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/홍성민_I0134800_2013년도 기초원천연구기획과제 최종보고서 제출.hwp,hwp5,65536,5.0.2.4,1,2,16,719,21세기 지식강국을 선도하는 세계속의,[],,,
40년 기관 생산 발간물/5. 수탁연구/2013년 수탁과제 최종보고서(52건)/홍성범_S0130100_BT출연연_보고서_최종_인쇄본.hwp,hwp5,18342912,5.0.2.5,2,239,2459,226189,바이오경제시대,[],,,
40년 기관 생산 발간물/5. 수탁연구/2014년 수탁과제 최종보고서(22건)/G0140200_김종선_과학기술·ICT와 함께하는 행복한 농촌만들기.hwp,hwp5,21353984,5.0.3.2,8,488,7982,411139,과학기술·ICT와 함께하는 행복한 농촌만들기,[],,,
40년 기관 생산 발간물/5. 수탁연구/2014년 수탁과제 최종보고서(22건)/G0140400_김선우_과학벨트 1권보고서.과학기술정책연구원.hwp,hwp5,10992128,5.0.2.5,13,233,1850,207367,과학벨트-특구 중심 기술사업화기업 육성 방안,[],,,
40년 기관 생산 발간물/5. 수탁연구/2014년 수탁과제 최종보고서(22건)/G0140500_이윤준_지방과학연구단지_보고서_0822.hwp,hwp5,6904320,5.0.2.5,14,320,3718,244644,2014. 07.,[],,,
40년 기관 생산 발간물/5. 수탁연구/2014년 수탁과제 최종보고서(22건)/G0141900_이우성_중이온가속기_비전_및_발전전략_수립_연구.hwp,hwp5,22249472,5.0.2.5,5,369,4199,280478,최종보고서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2014년 수탁과제 최종보고서(22건)/I0140600_손수정_대학·공공(연) 기술사업화 지원을 통한 경제적 효과분석.hwp,hwp5,626688,5.0.3.0,1,52,770,49297,최종 보고서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2014년 수탁과제 최종보고서(22건)/I0140700_서지영_미래 보건복지수요에 대응하는 연구개발 전략.hwp,hwp5,5813760,5.0.2.5,2,164,1110,94826,연구보고서 2014-,[],,,
40년 기관 생산 발간물/5. 수탁연구/2014년 수탁과제 최종보고서(22건)/I0141300_조현대_해외생물소재 확보 및 활용사업.hwp,hwp5,17328640,5.0.2.5,4,219,2559,221254,최종보고서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2014년 수탁과제 최종보고서(22건)/I0141500_박병원_지속가능한 발전(sustainable development)을 위한 한국 사회경제시스템의 행위자기반모형(ABM) 개발 및 미래전략 도출.hwp,hwp5,11321344,5.0.3.0,5,91,1089,65994,※ ’14년도 학술연구용역 최종결과물 제출,[],,,
40년 기관 생산 발간물/5. 수탁연구/2014년 수탁과제 최종보고서(22건)/I0141600_손수정_특허경영전문가 파견 성과평가를 통한 대학·공공(연)의 경제적 효과 분석.hwp,hwp5,827392,5.0.3.0,3,94,1532,99262,최종 보고서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2014년 수탁과제 최종보고서(22건)/I0141700_장병열_ICT_기반_융합_데이터_그리드_허브_구축_최종보고서_v2.31.hwp,hwp5,26416128,5.0.3.0,3,114,1690,71583,ICT,[],,,
40년 기관 생산 발간물/5. 수탁연구/2014년 수탁과제 최종보고서(22건)/I0142000_박기범_UNIST_2013_운영성과_평가보고서3.0.hwp,hwp5,436224,5.0.2.5,2,80,1094,82945,국립대학법인 울산과학기술대학교(UNIST),[],,,
40년 기관 생산 발간물/5. 수탁연구/2014년 수탁과제 최종보고서(22건)/I0143100_이우성_싱가포르를_허브로하는_동남아권역_과학기술_ICT_(0413)_편집.hwp,hwp5,12990464,5.0.2.5,3,193,1713,120934,싱가포르를 허브로 하는,[],,,
40년 기관 생산 발간물/5. 수탁연구/2014년 수탁과제 최종보고서(22건)/I0144300_송치웅_대 아프리카중동지역 과학기술ICT 협력전략마련.hwp,hwp5,5495296,5.0.2.5,3,285,3025,253173,최종보고서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2015년 수탁과제 최종보고서(24건)/G0150400_박성원_X연구-최종보고서.hwp,hwp5,63779840,5.0.2.5,8,211,1824,142559,과제번호 2014R2A1A1074626,[],,,
40년 기관 생산 발간물/5. 수탁연구/2015년 수탁과제 최종보고서(24건)/I0150600_이춘근_남북 과학기술 교류협력 계획.hwp,hwp5,15896064,5.0.2.5,1,110,1215,70395,(뒷면),[],,,
40년 기관 생산 발간물/5. 수탁연구/2015년 수탁과제 최종보고서(24건)/I0151000_장병열_CMS 실험 커뮤니티 환경분석 및 컴퓨팅 자원 예측 분석 연구_최종보고서_v1.29.hwp,hwp5,22261248,5.0.3.0,1,162,1917,88227,CMS,[],,,
40년 기관 생산 발간물/5. 수탁연구/2015년 수탁과제 최종보고서(24건)/I0152100_조현대_가속기 관련 첨단 연구장비 기술개발 및 혁신기반 구축사업 연구.hwp,hwp5,15158784,5.0.2.5,3,161,2410,142532,가속기 관련 첨단 연구장비 기술개발 및 혁신기반,[],,,
40년 기관 생산 발간물/5. 수탁연구/2015년 수탁과제 최종보고서(24건)/I0152200_이우성_MEGA-탄소밸리 기반구축 사업타당성 조사 및 경제성분석 연구.hwp,hwp5,4890112,5.0.2.5,1,112,1197,88657,2015. 10.,[],,,
40년 기관 생산 발간물/5. 수탁연구/2015년 수탁과제 최종보고서(24건)/I0155000_이정협_(ICT 중심의) 창조경제 글로벌 협력촉진 방안 연구.hwp,hwp5,3723264,5.0.2.5,4,139,1480,96918,방송통신정책연구,[],,,
40년 기관 생산 발간물/5. 수탁연구/2016년 수탁과제 최종보고서(18건)/G0160200_이명화_바이오 규제 선진화 방안.hwp,hwp5,8799232,5.0.5.0,1,166,2251,164560,정책연구 - (2016-00),[],,,
40년 기관 생산 발간물/5. 수탁연구/2016년 수탁과제 최종보고서(18건)/G0160500_홍성주_국민_친화적_행정문화_확산을_위한_사례분석_연구.hwp,hwp5,886784,5.0.2.5,1,324,4028,194456,정책연구  2016 - 15,[],,,
40년 기관 생산 발간물/5. 수탁연구/2016년 수탁과제 최종보고서(18건)/I0160200_성지은_[기술활용멘토단] 2차 멘토링 보고서(통합).hwp,hwp5,72754176,5.0.2.5,15,211,2972,132567,「기술활용멘토단」,[],,,
40년 기관 생산 발간물/5. 수탁연구/2016년 수탁과제 최종보고서(18건)/I0160800_성지은_기술 사업화 및 사회적 활용·확산을 위한 리빙랩 구축 방안 연구.hwp,hwp5,19202048,5.0.2.5,2,212,3721,166281,최종보고서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2016년 수탁과제 최종보고서(18건)/I0161600_박기범_집단연구지원개선방안연구_평가후수정.hwp,hwp5,10106880,5.0.2.5,3,145,1625,116689,최종보고서(초안) 편집 양식,[],,,
40년 기관 생산 발간물/5. 수탁연구/2016년 수탁과제 최종보고서(18건)/I0161700_황석원_과학기술 기본계획 성과분석 체계 기반구축.hwp,hwp5,482816,5.0.2.5,4,73,639,84141,최종보고서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2016년 수탁과제 최종보고서(18건)/I0162600_정기철_청정에너지 R&D 투자전략 수립 연구.hwp,hwp5,4141056,5.0.3.4,5,102,1068,70153,NRF-2016R2A1A1913022,[],,,
40년 기관 생산 발간물/5. 수탁연구/2016년 수탁과제 최종보고서(18건)/I0163800_배용호_한국의 글로벌 과학기술 경쟁력 분석.hwp,hwp5,478720,5.0.5.0,1,38,427,43458,최종보고서,[],,,
"40년 기관 생산 발간물/5. 수탁연구/2016년 수탁과제 최종보고서(18건)/I0164000_이우성_아프리카(아프리카 연합, 에티오피아, 케냐, 우간다)와의 과학기술혁신협력 아젠다 개발 연구.hwp",hwp5,28827136,5.0.2.5,9,164,1977,141919,"아프리카 (아프리카 연합, 에티오피아, 케냐,",[],,,
40년 기관 생산 발간물/5. 수탁연구/2016년 수탁과제 최종보고서(18건)/I0164100_이우성_(재)아태이론물리센터(APCTP)기능 재정립 및 신 글로벌 협력 전략.hwp,hwp5,34488320,5.0.5.0,10,428,2973,220225,(재)아태이론물리센터(APCTP),[],,,
40년 기관 생산 발간물/5. 수탁연구/2016년 수탁과제 최종보고서(18건)/I0164300_임채윤_기술료제도 개선방안_최종본.hwp,hwp5,1056256,5.0.5.0,4,97,925,85173,기술료제도 개선 연구,[],,,
40년 기관 생산 발간물/5. 수탁연구/2017년 수탁과제 최종보고서(21건)/G0171300_서지영_과학기술 기반 초고령사회 대응 방안 최종보고서_내지_0629.hwp,hwp5,19774464,5.0.5.0,3,224,3065,186604,최 종 보 고 서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2017년 수탁과제 최종보고서(21건)/I0170100_박찬수_4차 산업혁명 대응 산업기술정책 연구.hwp,hwp5,5226496,5.0.2.2,7,124,2070,106152,4차 산업혁명 대응,[],,,
40년 기관 생산 발간물/5. 수탁연구/2017년 수탁과제 최종보고서(21건)/I0170400_서지영_미래 성장과 삶의 질을 종합적으로 고려한 원천기술 개발 방향 설정 및 주요과제 도출 기획연구.hwp,hwp5,62278656,5.0.5.0,6,215,2203,240423,미래 성장과 삶의 질을 종합적으로 고려한,[],,,
40년 기관 생산 발간물/5. 수탁연구/2017년 수탁과제 최종보고서(21건)/I0171100_김석관_4차 산업혁명 경사연 협동연구 최종보고서-2017-10-24 전체.hwp,hwp5,47422464,5.0.5.0,3,763,12732,750422,최종보고회용 초안,[],,,
40년 기관 생산 발간물/5. 수탁연구/2017년 수탁과제 최종보고서(21건)/I0171500_서지영_미래산업의 패러다임 변화 대응을 위한 산업재해예방 연구 로드맵 개발.hwp,hwp5,36459520,5.0.5.0,2,308,1420,245893,"서지영, 박병원, 장필성, 김선지, 김태경",[],,,
40년 기관 생산 발간물/5. 수탁연구/2017년 수탁과제 최종보고서(21건)/I0171600_박동배_퇴직과학기술인 지식‧경험 전수를 위한 교육콘텐츠 개발.hwp,hwp5,23823360,5.0.2.5,1,345,4275,271847,퇴직과학기술인 지식‧경험 전수를 위한,[],,,
40년 기관 생산 발간물/5. 수탁연구/2017년 수탁과제 최종보고서(21건)/I0171700_조용래_미래성장동력 플래그십 프로젝트 실증·확산 정책연구.hwp,hwp5,28919808,5.0.2.5,9,170,2322,144740,미래성장동력 플래그십 프로젝트,[],,,
40년 기관 생산 발간물/5. 수탁연구/2017년 수탁과제 최종보고서(21건)/I0173800(이명진 박환일)_한국연구재단___APEC PPSTI 운영체제 참여 및 협력사업 추진(3차년도).hwp,hwp5,374272,5.1.0.1,2,67,676,95236,한국연구재단 국제협력사업 최종보고서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2017년 수탁과제 최종보고서(21건)/I0173900(송치웅)_한국연구재단___한-ASEAN 과학기술협력기반 구축(3차년도).hwp,hwp5,37904384,5.0.5.0,3,98,1103,112401,과학기술정책연구원,[],,,
40년 기관 생산 발간물/5. 수탁연구/2017년 수탁과제 최종보고서(21건)/I0174100(박환일)_한국연구재단___한-캐나다 과학기술혁신 협력전략 수립 연구.hwp,hwp5,10266112,5.0.5.0,1,167,2188,168494,2017년 선정 한-캐나다 협력기반조성사업 최종평가 결과 수정보완 대비표,[],,,
40년 기관 생산 발간물/5. 수탁연구/2017년 수탁과제 최종보고서(21건)/I0174200_박기범_대학의 연구중심 특성화를 위한 이공분야 대학지원 프로그램 기획 연구.hwp,hwp5,2472960,5.0.5.0,3,120,1498,101987,정책연구-2017-64-,[],,,
40년 기관 생산 발간물/5. 수탁연구/2018년 수탁과제 최종보고서(43건)/I0180300(박병원)_한국연구재단___OECD 과학기술정책위원회(CSTP) 및 산하작업반 활동에 관한 조사-분석(2018년).hwp,hwp5,9158144,5.0.5.0,1,155,2520,218162,제 출 문,[],,,
40년 기관 생산 발간물/5. 수탁연구/2018년 수탁과제 최종보고서(43건)/I0180800(김기국)_한국연구재단___한-아프리카 전략적 과학기술·ICT 협력방안 도출을 위한 기획연구.hwp,hwp5,6512640,5.0.5.0,1,123,1120,133249,한-아프리카,[],,,
40년 기관 생산 발간물/5. 수탁연구/2018년 수탁과제 최종보고서(43건)/I0183300(송치웅)_한국연구재단___아태지역 과학기술협력 사업(연차보고서).hwp,hwp5,219136,5.0.5.0,1,33,284,33982,"국가연구개발사업 연구개발계획서(사업단, 총괄과제용)",[],,,
40년 기관 생산 발간물/5. 수탁연구/2018년 수탁과제 최종보고서(43건)/I0183301(박환일)_한국연구재단___APEC PPSTI 운영체제 참여 및 협력사업 추진(연차보고서).hwp,hwp5,274944,5.0.5.0,1,42,356,45983,"국가연구개발사업 연구개발계획서(단위, 세부과제용)",[],,,
40년 기관 생산 발간물/5. 수탁연구/2018년 수탁과제 최종보고서(43건)/I0183302(송치웅)_한국연구재단___한-ASEAN 과학기술협력기반구축(연차보고서).hwp,hwp5,213221376,5.0.5.0,1,103,834,95487,"국가연구개발사업 연구개발계획서(단위, 세부과제용)",[],,,
40년 기관 생산 발간물/5. 수탁연구/2018년 수탁과제 최종보고서(43건)/I0183500(이춘근)_한국연구재단___중국과 과학기술 외교 활성화를 위한 의제 발굴 기획(초안).hwp,hwp5,768000,5.1.1.0,4,71,909,60330,중국과 과학기술 외교 활성화를 위한 의제 발굴 기획,[],,,
40년 기관 생산 발간물/5. 수탁연구/2018년 수탁과제 최종보고서(43건)/I0184700(박동운)_한중일 청년과학자 워크숍_제출용.hwp,hwp5,81674240,5.0.5.0,1,28,186,16002,최종보고서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2018년 수탁과제 최종보고서(43건)/I0184800(박환일)_한국연구재단___한중 과학기술혁신포럼 개최 및 효율적 추진 방안 마련.hwp,hwp5,102336000,5.0.5.0,1,104,1049,112697,과학기술정책연구원,[],,,
40년 기관 생산 발간물/5. 수탁연구/2019년 수탁과제 최종보고서(44건)/I0190700(장용석)_한국연구재단___OECD 과학기술정책위원회(CSTP) 및 산하작업반 활동에 관한 조사·분석·연구(연차보고서).hwp,hwp5,7726080,5.1.1.0,4,334,4660,384104,"국가연구개발사업 연구개발계획서(사업단, 총괄과제용)",[],,,
40년 기관 생산 발간물/5. 수탁연구/2019년 수탁과제 최종보고서(44건)/I0191100(안형준)_한국연구재단___우주정책센터 신설 기획.hwp,hwp5,1718784,5.0.5.0,1,106,1091,97544,"보안 과제(   ), 일반 과제( ○ )    /   공개( ○ ), 비공개(   )발간등록번호(   )",[],,,
40년 기관 생산 발간물/5. 수탁연구/2019년 수탁과제 최종보고서(44건)/I0193300(김지현B)_한국연구재단___아태지역 과학기술협력사업(연차보고서).hwp,hwp5,1565184,5.0.5.0,3,41,183,49043,"국가연구개발사업 연구계획서(평가용, 협약용)",[],,,
40년 기관 생산 발간물/5. 수탁연구/2019년 수탁과제 최종보고서(44건)/I0193301(박환일)_한국연구재단___APEC PPSTI 운영체제 참여 및 협력사업 추진(연차보고서).hwp,hwp5,365568,5.0.5.0,1,43,378,47658,"국가연구개발사업 연구개발계획서(단위, 세부과제용)",[],,,
40년 기관 생산 발간물/5. 수탁연구/2019년 수탁과제 최종보고서(44건)/I0193302(김지현B)_한국연구재단___한-ASEAN 과학기술 협력기반구축(연차보고서).hwp,hwp5,698880,5.0.5.0,1,33,271,30782,"국가연구개발사업 연구개발계획서(단위, 세부과제용)",[],,,
"40년 기관 생산 발간물/5. 수탁연구/2020년 수탁과제 최종보고서(37건)/I0200800(장용석)_한국연구재단___OECD 과학기술정책위원회(CSTP), 기술혁신정책작업반(TIP) 및 글로벌과학포럼(GSF)(연차보고서).hwp",hwp5,28883456,5.0.5.0,7,364,5663,414252,국가연구개발사업 연구개발계획서 (협약용),[],,,
40년 기관 생산 발간물/5. 수탁연구/2020년 수탁과제 최종보고서(37건)/I0202300(박병원)_한국연구재단___OECD 혁신정책 리뷰 한국 국가과학기술혁신체계 분석·진단을 위한 프레임 설정 연구.hwp,hwp5,6733824,5.0.5.0,59,261,2204,224615,"보안 과제(   ), 일반 과제( ○ )    /   공개( ○ ), 비공개(   ) 발간등록번호(   )",[],,,
40년 기관 생산 발간물/5. 수탁연구/2020년 수탁과제 최종보고서(37건)/I0203000(김지현B)_한국연구재단___한-ASEAN 과학기술 협력기반구축.hwp,hwp5,52476416,5.0.5.0,1,100,1562,99884,< 요 약 문 >,[],,,
40년 기관 생산 발간물/5. 수탁연구/2020년 수탁과제 최종보고서(37건)/I0203100(박환일)_한국연구재단___APEC PPSTI 운영체제 참여 및 협력사업 추진.hwp,hwp5,19726336,5.0.5.0,1,98,309,73312,최종보고서,[],,,
40년 기관 생산 발간물/5. 수탁연구/2020년 수탁과제 최종보고서(37건)/I0203200(김지현B)_한국연구재단___아태지역 과학기술협력 사업.hwp,hwp5,100483584,5.0.5.0,1,357,3963,333890,< 요 약 문 >,[],,,
